BSC,CELL,THRAV,THRVP,THRDV,RULES_APPLIED,MaxTi,MaxCong,MaxTch,VAMOS,ENM,DATA_OF
DBE94,D94268C,50,50,100,Ti: 1.5-100,1.8,0.0,58.79,PLANNED,NA,2025-12-10 14:54:56
DBE94,D94398A,4,4,11,Default,0.35,0.0,28.49,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB7B,8,8,22,Default,0.26,0.0,13.97,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB7C,8,8,22,Default,0.29,0.0,13.95,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB7D,8,8,22,Default,0.15,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB7E,8,8,22,Default,0.11,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB7F,8,8,22,Default,0.14,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB8A,4,4,11,Default,0.77,0.0,28.8,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG79C,8,8,23,Default,0.21,0.0,13.5,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG85A,4,4,11,Default,0.68,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG85B,4,4,11,Default,0.47,0.0,29.03,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN38B,3,3,10,Default,0.69,0.0,37.01,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN38C,5,5,14,Default,0.35,0.0,21.69,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN39A,4,4,11,Default,0.26,0.0,29.37,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN39B,4,4,11,Default,0.15,0.0,29.85,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN39C,4,4,11,Default,0.24,0.0,29.07,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN43A,4,4,11,Default,0.14,0.0,29.05,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN43B,5,5,15,Default,0.46,0.0,21.07,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA02B,2,2,10,Default,0.62,0.0,51.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA02C,3,3,10,Default,0.55,0.0,43.57,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA02G,3,3,10,Default,0.56,0.0,36.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA03A,3,3,10,Default,0.35,0.0,36.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0080C,2,2,10,Default,0.36,0.0,60.35,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0083A,3,3,10,Default,0.34,0.0,44.73,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0083B,3,3,10,Default,0.59,0.0,36.93,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0083C,4,4,11,Default,0.34,0.0,29.33,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0236A,3,3,10,Default,0.22,0.0,43.41,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0236B,3,3,10,Default,0.2,0.0,45.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0YD8A,8,8,22,Default,0.16,0.0,13.8,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0YD8B,5,5,15,Default,0.22,0.0,21.29,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0YD8C,8,8,23,Default,0.22,0.0,13.58,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0YJ3A,5,5,15,Default,0.24,0.0,20.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0YJ3B,8,8,23,Default,0.25,0.0,13.26,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR92B,4,4,11,Default,0.25,0.0,29.1,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR92C,5,5,15,Default,0.37,0.0,21.07,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR93A,5,5,14,Default,0.19,0.0,21.86,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR93B,5,5,15,Default,0.28,0.0,21.2,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR93C,4,4,11,Default,0.31,0.0,29.1,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR95A,8,8,22,Default,0.11,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G64A,4,4,11,Default,0.37,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G64B,6,6,16,Default,0.5,0.0,19.6,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G64C,5,5,15,Default,0.19,0.0,21.35,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G70A,5,5,15,Default,0.15,0.0,21.42,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G70B,3,3,10,Default,0.21,0.0,36.01,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1G70C,4,4,11,Default,0.16,0.0,29.18,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1R96B,3,3,10,Default,0.13,0.0,34.03,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1R96C,5,5,15,Default,0.44,0.0,20.03,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S03A,4,4,11,Default,0.36,0.0,27.93,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S03B,5,5,15,Default,0.36,0.0,20.04,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69DP8B,5,5,15,Default,0.77,0.0,20.05,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IC5B,8,8,24,Default,0.13,0.0,12.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IC5C,8,8,24,Default,0.2,0.0,12.85,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IF1A,9,9,25,Default,0.33,0.0,12.39,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IF1B,8,8,24,Default,0.22,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IF1C,9,9,25,Default,0.27,0.0,12.23,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IH1A,5,5,15,Default,0.24,0.0,20.44,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IH1B,5,5,15,Default,0.28,0.0,20.02,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IH1C,5,5,15,Default,0.42,0.0,20.02,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69IJ1A,3,3,10,Default,0.89,0.0,42.08,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T86B,25,25,50,Ti: 1.1-1.3,1.2,0.0,27.66,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T86C,4,4,11,Default,0.53,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T87A,5,5,15,Default,0.26,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T87B,5,5,15,Default,0.25,0.0,20.07,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T87C,5,5,15,Default,0.34,0.0,20.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T97A,9,9,25,Default,0.1,0.0,12.36,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T97B,9,9,25,Default,0.24,0.0,12.27,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69T97C,5,5,15,Default,0.19,0.0,20.07,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YC7C,5,5,15,Default,0.66,0.0,20.15,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH7A,8,8,24,Default,0.17,0.0,12.74,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76387C,5,5,15,Default,0.44,0.0,20.16,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76392A,8,8,24,Default,0.33,0.0,12.95,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76392B,5,5,15,Default,0.31,0.0,20.44,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76392C,5,5,15,Default,0.33,0.0,20.63,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76441A,8,8,22,Default,0.16,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA3A,8,8,24,Default,0.67,0.0,13.01,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA3B,8,8,22,Default,0.26,0.0,13.64,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA3C,8,8,23,Default,0.37,0.0,13.46,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA4A,8,8,23,Default,0.4,0.0,13.5,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA4B,8,8,24,Default,0.23,0.0,12.92,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76DCNC,8,8,23,Default,0.31,0.0,13.58,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76DCOA,8,8,22,Default,0.27,0.0,13.86,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76E86N,8,8,24,Default,0.11,0.0,12.69,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76EA1A,4,4,11,Default,0.45,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76EA1B,5,5,15,Default,0.62,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76EA1C,4,4,11,Default,0.79,0.0,27.79,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76F02A,4,4,11,Default,0.39,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76F02B,8,8,22,Default,0.41,0.0,13.72,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76F02C,8,8,23,Default,0.4,0.0,13.31,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76FK9A,5,5,15,Default,0.56,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CCNC,8,8,23,Default,0.34,0.0,13.63,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CCOA,8,8,22,Default,0.11,0.0,13.87,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CCOB,8,8,24,Default,0.37,0.0,13.02,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CCOC,8,8,23,Default,0.3,0.0,13.14,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CDNA,8,8,23,Default,0.38,0.0,13.08,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CDNB,8,8,22,Default,0.23,0.0,13.7,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CDNC,8,8,22,Default,0.23,0.0,13.72,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69CEAA,5,5,15,Default,0.29,0.0,21.02,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69D05A,3,3,10,Default,0.57,0.0,35.74,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69D05B,5,5,15,Default,0.44,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JR9B,4,4,11,Default,0.45,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JR9C,5,5,15,Default,0.82,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JS0A,8,8,22,Default,0.31,0.0,13.74,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JS0B,5,5,15,Default,0.33,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JS0C,5,5,15,Default,0.12,0.0,20.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JY2A,5,5,15,Default,0.41,0.0,20.05,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JY2B,3,3,10,Default,0.8,0.0,42.85,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JY2C,5,5,15,Default,0.52,0.0,20.11,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JY4A,6,6,16,Default,0.59,0.0,19.72,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JY4B,4,4,11,Default,0.53,0.0,27.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK4C,5,5,15,Default,0.32,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK5A,5,5,15,Default,0.24,0.0,20.03,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK5B,4,4,11,Default,0.26,0.0,28.04,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK5C,6,6,16,Default,0.4,0.0,19.77,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK7A,9,9,25,Default,0.27,0.0,12.05,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK7B,9,9,25,Default,0.42,0.0,12.04,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK7C,8,8,24,Default,0.21,0.0,12.51,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK8A,8,8,24,Default,0.03,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YK8B,5,5,15,Default,0.19,0.0,20.79,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LA5A,8,8,23,Default,0.52,0.0,13.37,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86NC8B,8,8,22,Default,0.15,0.0,13.67,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86NC8C,5,5,15,Default,0.5,0.0,21.01,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86NC8D,8,8,23,Default,0.21,0.0,13.08,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86NC8F,5,5,15,Default,0.51,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86OH9L,8,8,24,Default,0.22,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86P13A,9,9,25,Default,0.25,0.0,12.23,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86P13B,5,5,15,Default,0.67,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86P13C,5,5,15,Default,0.36,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86P30A,24,24,47,Ti: 1-1.1,1.06,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86VL8B,4,4,11,Default,0.51,0.0,27.35,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87ID8C,5,5,15,Default,0.47,0.0,20.95,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87IM7A,8,8,22,Default,0.11,0.0,13.95,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87IM7B,8,8,22,Default,0.08,0.0,13.95,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87IM7C,8,8,22,Default,0.12,0.0,13.74,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87IM8A,4,4,11,Default,0.32,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87R95C,3,3,10,Default,0.8,0.0,36.9,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87RH7A,5,5,14,Default,0.12,0.0,21.9,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87RH7B,5,5,15,Default,0.2,0.0,20.62,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87RH7C,5,5,15,Default,0.27,0.0,21.17,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87RO3A,5,5,15,Default,0.31,0.0,21.12,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CEYC,5,5,14,Default,0.19,0.0,21.95,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFQA,27,27,53,Ti: 1.1-1.3,1.24,0.0,19.12,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFQB,5,5,15,Default,0.46,0.0,21.13,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFQC,4,4,11,Default,0.86,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFSA,5,5,15,Default,0.53,0.0,21.08,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFSB,5,5,15,Default,0.67,0.0,21.04,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CFSC,5,5,15,Default,0.38,0.0,21.11,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CUJB,5,5,15,Default,0.43,0.0,21.08,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CUJC,5,5,14,Default,0.25,0.0,21.6,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88CURA,8,8,22,Default,0.19,0.0,13.87,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88LQ9C,4,4,12,Default,0.32,0.0,27.04,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88OK2A,50,50,100,"Ti: 1.5-100, Cong: 2-5 (Ti)",1.79,2.77,49.53,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88OK2B,40,40,80,Ti: 1.3-1.5,1.36,0.0,21.07,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88OK2C,5,5,14,Default,0.2,0.0,21.67,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88P86A,4,4,11,Default,0.33,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88P86B,5,5,15,Default,0.26,0.0,20.18,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88P86C,5,5,15,Default,0.51,0.0,21.25,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88Q09A,5,5,15,Default,0.3,0.0,20.13,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88Q09B,5,5,15,Default,0.15,0.0,20.79,PLANNED,NA,2025-12-10 14:54:56
DBE88,D88YQ4A,4,4,11,Default,0.38,0.0,29.06,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB8B,5,5,15,Default,0.81,0.0,20.95,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LB8C,4,4,11,Default,0.59,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86LC0A,4,4,11,Default,0.43,0.0,29.14,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RT9F,5,5,14,Default,0.33,0.0,22.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1A,25,25,49,Ti: 1-1.1,1.01,0.0,12.26,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1B,24,24,47,Ti: 1-1.1,1.08,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1C,8,8,24,Default,0.87,0.0,12.94,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1D,9,9,25,Default,0.68,0.0,12.33,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1E,6,6,16,Default,0.29,0.0,19.9,PLANNED,NA,2025-12-10 14:54:56
DBE86,D86RU1F,8,8,23,Default,0.5,0.0,13.08,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN43C,5,5,15,Default,0.3,0.0,21.13,PLANNED,NA,2025-12-10 14:54:56
CBEA9,LXKMN45A,5,5,14,Default,0.29,0.0,21.5,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ21C,4,4,11,Default,0.18,0.0,29.4,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ22A,3,3,10,Default,0.27,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ22B,3,3,10,Default,0.53,0.0,36.8,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ22C,4,4,11,Default,0.25,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ30A,4,4,11,Default,0.41,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ30B,3,3,10,Default,0.26,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ30C,5,5,15,Default,0.27,0.0,21.05,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ36A,8,8,22,Default,0.26,0.0,13.93,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0236C,2,2,10,Default,0.29,0.0,59.43,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0237A,3,3,10,Default,0.25,0.0,45.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0E48A,3,3,10,Default,0.34,0.0,42.37,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0E48B,2,2,10,Default,0.56,0.0,68.04,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0E48C,3,3,10,Default,0.45,0.0,36.93,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0GD1A,4,4,11,Default,0.26,0.0,28.92,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0GD1B,5,5,14,Default,0.16,0.0,21.6,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0GD1C,5,5,14,Default,0.31,0.0,21.66,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0HT1A,4,4,11,Default,0.14,0.0,29.53,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0HT1B,4,4,11,Default,0.12,0.0,29.61,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0HT1C,4,4,11,Default,0.15,0.0,29.55,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR95B,8,8,22,Default,0.57,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR95C,5,5,14,Default,0.2,0.0,21.66,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR97A,3,3,10,Default,0.38,0.0,35.37,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN44C,5,5,15,Default,0.21,0.0,21.28,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN45A,4,4,11,Default,0.37,0.0,28.93,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN45B,5,5,14,Default,0.19,0.0,21.5,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN45C,5,5,15,Default,0.55,0.0,21.26,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN46A,5,5,15,Default,0.31,0.0,21.01,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN46B,4,4,11,Default,0.49,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN46C,5,5,15,Default,0.26,0.0,21.04,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN47A,5,5,14,Default,0.26,0.0,21.47,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S03C,3,3,10,Default,0.27,0.0,43.56,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S12A,8,8,23,Default,0.4,0.0,13.46,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S12B,5,5,14,Default,0.3,0.0,21.58,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S12C,8,8,22,Default,0.29,0.0,13.93,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1S21A,5,5,15,Default,0.44,0.0,20.32,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK31C,4,4,11,Default,0.33,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK32A,3,3,10,Default,0.43,0.0,36.58,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK32B,4,4,11,Default,0.46,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK32C,5,5,15,Default,0.46,0.0,21.01,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK34A,4,4,11,Default,0.32,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV5C,8,8,24,Default,0.33,0.0,12.61,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV6A,3,3,10,Default,0.76,0.0,33.96,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV6B,26,26,51,Ti: 1.1-1.3,1.2,0.0,19.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV6C,3,3,10,Default,0.68,0.0,33.64,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV7A,4,4,10,Default,0.5,0.0,30.28,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV7B,5,5,15,Default,0.68,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JV7C,15,15,29,Ti: 1-1.1,1.0,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69JW0A,8,8,23,Default,0.44,0.0,13.58,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69Q49A,12,12,23,Cong: >0-2,0.43,0.18,27.02,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69Q49B,5,5,15,Default,0.28,0.0,20.09,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH7B,8,8,24,Default,0.17,0.0,12.68,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH7C,8,8,24,Default,0.12,0.0,12.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH8A,8,8,24,Default,0.1,0.0,12.95,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH8B,8,8,24,Default,0.05,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH8C,8,8,24,Default,0.19,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH9A,5,5,15,Default,0.39,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE69,D69YH9B,5,5,15,Default,0.26,0.0,20.41,PLANNED,NA,2025-12-10 14:54:56
DBE69,DHSVR5JB,8,8,24,Default,0.57,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE69,DHSVR5JC,50,50,100,"Ti: 1.5-100, Cong: 5-10 (Cg)",1.51,6.2,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76AA4C,8,8,24,Default,0.19,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76ABAA,8,8,22,Default,0.07,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76ABAB,8,8,22,Default,0.14,0.0,13.95,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76ABAC,8,8,22,Default,0.09,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CBPC,8,8,23,Default,0.37,0.0,13.18,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CBZA,4,4,12,Default,0.61,0.0,27.21,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CBZB,8,8,22,Default,0.46,0.0,13.7,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CBZC,5,5,15,Default,0.34,0.0,21.39,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CCLA,5,5,15,Default,0.39,0.0,21.3,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76CCLB,4,4,11,Default,0.91,0.0,29.06,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH3A,5,5,15,Default,0.66,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH3B,4,4,11,Default,0.56,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH3C,5,5,14,Default,0.29,0.0,21.62,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH8A,8,8,22,Default,0.13,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH8B,8,8,22,Default,0.21,0.0,13.8,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH8C,8,8,22,Default,0.36,0.0,13.74,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH9A,8,8,22,Default,0.23,0.0,13.65,PLANNED,NA,2025-12-10 14:54:56
DBE76,D76IH9B,8,8,23,Default,0.29,0.0,13.21,PLANNED,NA,2025-12-10 14:54:56
